8.0,4.0,7.0,5.0,60.0,-11.1883537336,65.1657246538,49.638842894,-8.18834886189,65.2207097858,37.0418239906,21.4851719342,83.9196569692,68.6618431741,1.0
8.0,5.0,6.0,6.0,60.0,-9.18667515662,65.2300131637,50.2004616346,-7.22783624089,65.5149679625,37.7841701594,23.3220431922,84.3892769469,70.9608866661,1.0
9.0,10.0,7.0,4.0,60.0,-8.66488168881,65.5280542459,50.6112507963,-7.05611767817,66.4927871656,38.0908881884,23.4248065721,84.3935963553,71.0917703489,1.0
9.0,10.0,7.0,5.0,60.0,-8.55758756629,65.7825567885,51.1878844303,-6.71417948002,66.6290094042,38.3205115852,23.4604557733,84.6096911625,71.0984951713,1.0
6.0,10.0,6.0,4.0,60.0,-8.41234716998,65.8716443332,51.2189589683,-6.70240579833,66.6360066218,38.436902709,23.5052012347,84.6861814194,71.3103312846,1.0
9.0,4.0,6.0,4.0,60.0,-8.12376662468,65.8840305448,51.3919503768,-5.83154591037,66.7278814743,38.4919283239,23.708882969,85.1493450894,71.7922442005,1.0
8.0,8.0,6.0,5.0,60.0,-7.84776933057,65.9439068384,51.6361784906,-5.59261225283,66.9287910824,38.5069002433,23.8320200948,85.2354809892,71.9112690632,1.0
9.0,5.0,5.0,6.0,60.0,-7.83388131553,66.5553457587,51.6824000542,-5.5481732501,66.9421071657,38.526104199,23.9610866905,85.2979713238,71.9128089428,1.0
8.0,5.0,5.0,4.0,60.0,-7.66944246608,66.7186366887,51.8460323244,-5.4885296285,67.1317469966,38.6105436803,25.0474948539,85.3268818377,72.1613377161,1.0
7.0,6.0,7.0,5.0,60.0,-7.63929470456,66.9040723293,51.9914449601,-5.30449230644,67.1910429097,38.6135428843,25.0960962179,85.371222878,72.3634302659,1.0
9.0,7.0,7.0,5.0,60.0,-7.39598579719,66.9596807193,52.0836282418,-4.94797382325,67.2455557368,38.6264341542,25.293251398,85.6404411383,72.557256687,1.0
6.0,10.0,7.0,5.0,60.0,-7.37939351743,66.9613864609,52.1357124584,-4.78202729393,67.2641819267,38.6453418558,25.5339395907,85.6891559317,72.5933877663,1.0
8.0,4.0,5.0,4.0,60.0,-7.36919437666,67.1633246319,52.1377003976,-4.45063816802,67.3409006844,38.6860241713,25.7126095134,85.7258342433,72.6338449054,1.0
9.0,9.0,6.0,4.0,60.0,-7.31746346334,67.1725982288,52.2831454186,-4.28031527329,67.4387687761,38.6865732444,25.8042619889,85.7394734149,72.6967730019,1.0
6.0,8.0,6.0,6.0,60.0,-7.27051445565,67.2388231181,52.381045326,-4.03633493982,67.4464574521,38.6877551529,25.8451362515,85.7578314743,72.7227401699,1.0
9.0,9.0,5.0,6.0,60.0,-6.9664542359,67.2476525373,52.4633477642,-3.93686532669,67.4560552316,38.7030252683,25.868245127,85.800574263,72.8449580829,1.0
7.0,9.0,7.0,5.0,60.0,-6.77940328756,67.407632124,52.5008007331,-3.6330341203,67.618602701,38.7144899083,25.8749924208,85.9051458456,72.9649970107,1.0
6.0,4.0,7.0,5.0,60.0,-6.75607947734,67.4148506742,52.5264638432,-3.60864684142,67.6923470935,38.719371369,25.9954439189,85.9104690346,73.2420975052,1.0
9.0,9.0,7.0,4.0,60.0,-6.73699248486,67.4394231664,52.6016625079,-3.46262765712,67.7327089135,38.7524146946,26.0489627824,85.9364996352,73.4452770999,1.0
6.0,7.0,5.0,4.0,60.0,-6.68711255791,67.4958834199,52.6059138492,-3.2245882893,67.7510547589,38.754868548,26.1206233432,85.9481385556,73.577940547,1.0
8.0,9.0,7.0,4.0,60.0,-6.68674809873,67.632518213,52.6652689727,-3.20168192081,67.7709401007,38.7764727821,26.3492594113,85.9825718968,73.6077005429,1.0
8.0,8.0,5.0,5.0,60.0,-6.68431344574,67.6739283603,52.7909309274,-3.18081497469,67.8400407791,38.7988831658,26.3995988764,86.0483975635,73.7757718894,1.0
7.0,4.0,7.0,5.0,60.0,-6.53226791369,67.7238745924,52.941581799,-3.14997783994,67.8794312853,38.8641257145,26.4273251177,86.0855430208,73.7867349715,1.0
7.0,5.0,6.0,6.0,60.0,-6.51941431471,67.8464212356,53.1698702314,-3.05932254211,67.9022556795,38.8683911258,26.6402591896,86.0928210322,73.829288107,1.0
9.0,6.0,5.0,6.0,60.0,-6.50947783305,67.8673882021,53.2313491049,-2.84505097799,67.9205079507,38.8774453949,26.7186628015,86.1025177632,74.2144298163,1.0
7.0,10.0,7.0,6.0,60.0,-6.4318926197,68.0710299517,53.2597045012,-2.84343368134,67.9475471168,38.8817857725,26.793138252,86.1455839652,74.2286478937,1.0
7.0,5.0,5.0,4.0,60.0,-6.40539474538,68.2556643518,53.2833782931,-2.81185058732,67.9591894061,38.9042999293,26.9107673772,86.1788011339,74.2865076612,1.0
8.0,4.0,7.0,4.0,60.0,-6.40385426434,68.3029342702,53.3549656737,-2.80944310636,67.9594430618,38.9345079947,26.9179718971,86.2457948813,74.5570110246,1.0
9.0,10.0,5.0,6.0,60.0,-6.32562737129,68.3341674884,53.3600468067,-2.80905088251,67.9752233269,38.9629867228,26.9671396402,86.2787135346,74.5835036231,1.0
9.0,9.0,6.0,5.0,60.0,-6.31391454201,68.3580403322,53.3915841212,-2.74262912982,67.9934316682,38.9683245678,26.9981973,86.3028246604,74.5969463212,1.0
7.0,5.0,7.0,4.0,60.0,-6.24256820915,68.4555713122,53.3982665776,-2.63417125311,68.0006668462,38.9690216064,27.0057962126,86.3322169363,74.6187815848,1.0
9.0,7.0,7.0,4.0,60.0,-6.18790942379,68.5025931166,53.4218092293,-2.57483009833,68.0009814704,38.9717902698,27.0152409157,86.3352911411,74.6539088599,1.0
7.0,5.0,7.0,4.0,60.0,-5.92237111377,68.5346927033,53.4901736802,-2.57017840107,68.0258577134,38.9803358454,27.058438879,86.3511973867,74.8044680787,1.0
8.0,5.0,6.0,6.0,60.0,-5.91052550528,68.5363416163,53.5269179748,-2.55569171836,68.0455321477,38.9818702428,27.0710240085,86.3695427912,74.8826746743,1.0
9.0,6.0,5.0,4.0,60.0,-5.89827644132,68.6545977544,53.5715447157,-2.43907677221,68.1427172725,39.0001597776,27.0773604625,86.3724166721,74.925290775,1.0
7.0,8.0,6.0,5.0,60.0,-5.79055414494,68.7025972391,53.5886648998,-2.37997694391,68.1594592444,39.0089216106,27.1261275822,86.3848564108,75.0111763397,1.0
8.0,5.0,6.0,6.0,60.0,-5.75968902739,68.7987930365,53.603473171,-2.35005612699,68.1621197121,39.020157346,27.1694414792,86.4210825346,75.0313690755,1.0
